Date and Time,Message,Additional Details
2022-03-09T09:50:43.767Z,"I0309 09:50:43.767348    4195 kubelet_getters.go:176] ""Pod status updated"" pod=""kube-system/kube-scheduler-node-t4-0308.egx.nvidia.com"" status=Running","{'gl2_accounted_message_size': '318.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '47438.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ1DFGMW1S0WZ5B782TNRAB', 'source': 'node-t4-0308.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'node-t4-0308', 'location': 'test-sp501-t4', 'gl2_source_node': 'c17cf64b-d2a4-41c1-bba3-301f9a1f72a7', '_id': '6be20633-9f8e-11ec-ba6c-b65471d23443'}"
2022-03-09T09:50:43.767Z,"I0309 09:50:43.767325    4195 kubelet_getters.go:176] ""Pod status updated"" pod=""kube-system/kube-apiserver-node-t4-0308.egx.nvidia.com"" status=Running","{'gl2_accounted_message_size': '318.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '47438.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ1DFGM3DM6WEVHEPP14XZ9', 'source': 'node-t4-0308.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'node-t4-0308', 'location': 'test-sp501-t4', 'gl2_source_node': 'c17cf64b-d2a4-41c1-bba3-301f9a1f72a7', '_id': '6be20632-9f8e-11ec-ba6c-b65471d23443'}"
2022-03-09T09:50:43.767Z,"I0309 09:50:43.767297    4195 kubelet_getters.go:176] ""Pod status updated"" pod=""kube-system/etcd-node-t4-0308.egx.nvidia.com"" status=Running","{'gl2_accounted_message_size': '308.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '47438.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ1DFGMRM626C85EQ0881VC', 'source': 'node-t4-0308.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'node-t4-0308', 'location': 'test-sp501-t4', 'gl2_source_node': 'c17cf64b-d2a4-41c1-bba3-301f9a1f72a7', '_id': '6be20631-9f8e-11ec-ba6c-b65471d23443'}"
2022-03-09T09:50:43.767Z,"I0309 09:50:43.767233    4195 kubelet_getters.go:176] ""Pod status updated"" pod=""kube-system/kube-controller-manager-node-t4-0308.egx.nvidia.com"" status=Running","{'gl2_accounted_message_size': '327.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '47438.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ1DFGKNG744R4N7MG2NDW8', 'source': 'node-t4-0308.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'node-t4-0308', 'location': 'test-sp501-t4', 'gl2_source_node': 'c17cf64b-d2a4-41c1-bba3-301f9a1f72a7', '_id': '6be20630-9f8e-11ec-ba6c-b65471d23443'}"
2022-03-09T09:50:43.236Z,"E0309 09:50:43.236805    3432 dns.go:147] ""Search Line limits exceeded"" err=""Search Line limits were exceeded, some search paths have been omitted, the applied search line is: kube-system.svc.cluster.local svc.cluster.local cluster.local nvidia.com nvprod.nvidia.com client.nvidia.com""","{'gl2_accounted_message_size': '463.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '41210.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ1DCWVZVT10H8AF7WHWZRH', 'source': 'node2203091-78.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'node2203091-78', 'location': 'kkusp50-qa220309-01', 'gl2_source_node': '614c6fc5-3616-4aa6-8036-c465038b6817', '_id': '6a48efa1-9f8e-11ec-b5bb-b2daea9c5f78'}"
2022-03-09T09:50:40.785Z,"E0309 09:50:40.785620    3797 dns.go:147] ""Search Line limits exceeded"" err=""Search Line limits were exceeded, some search paths have been omitted, the applied search line is: helm.svc.cluster.local svc.cluster.local cluster.local nvidia.com nvprod.nvidia.com client.nvidia.com""","{'gl2_accounted_message_size': '454.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '40568.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ1DA9CF22PVWD9PZG6CPS6', 'source': 'fc-79-0307.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'fc-79-0307', 'location': 'aa-vicky-loc2-sp51-1-0307', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': '68b15fb0-9f8e-11ec-a0c2-ce73c4fb4fa7'}"
2022-03-09T09:50:39.526Z,"I0309 09:50:39.525588  354643 kubelet_getters.go:176] ""Pod status updated"" pod=""kube-system/kube-scheduler-test-250-0307.egx.nvidia.com"" status=Running","{'gl2_accounted_message_size': '329.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '40646.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ1D8SK8RYMWASQPXAG8GJT', 'source': 'test-250-0307.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'test-250-0307', 'location': 'bob-sprint50dot1-0307', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': '67c81123-9f8e-11ec-a0c2-ce73c4fb4fa7'}"
2022-03-09T09:50:39.526Z,"I0309 09:50:39.525565  354643 kubelet_getters.go:176] ""Pod status updated"" pod=""kube-system/kube-apiserver-test-250-0307.egx.nvidia.com"" status=Running","{'gl2_accounted_message_size': '329.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '40646.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ1D8SK440RJ51Z1DZARGMR', 'source': 'test-250-0307.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'test-250-0307', 'location': 'bob-sprint50dot1-0307', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': '67c81122-9f8e-11ec-a0c2-ce73c4fb4fa7'}"
2022-03-09T09:50:39.525Z,"I0309 09:50:39.525536  354643 kubelet_getters.go:176] ""Pod status updated"" pod=""kube-system/etcd-test-250-0307.egx.nvidia.com"" status=Running","{'gl2_accounted_message_size': '319.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '40646.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ1D8SKHM00FV9QNGD23KJC', 'source': 'test-250-0307.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'test-250-0307', 'location': 'bob-sprint50dot1-0307', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': '67c81121-9f8e-11ec-a0c2-ce73c4fb4fa7'}"
2022-03-09T09:50:39.525Z,"I0309 09:50:39.525481  354643 kubelet_getters.go:176] ""Pod status updated"" pod=""kube-system/kube-controller-manager-test-250-0307.egx.nvidia.com"" status=Running","{'gl2_accounted_message_size': '338.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '40646.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ1D8SJY7BP1TKE22M04CNR', 'source': 'test-250-0307.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'test-250-0307', 'location': 'bob-sprint50dot1-0307', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': '67c81120-9f8e-11ec-a0c2-ce73c4fb4fa7'}"
2022-03-09T09:50:38.672Z,"E0309 01:50:38.671916     370 dns.go:157] ""Nameserver limits exceeded"" err=""Nameserver limits were exceeded, some nameservers have been omitted, the applied nameserver line is: 172.16.136.26 172.20.232.252 172.16.168.26""","{'gl2_accounted_message_size': '366.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '40646.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ1DDE7DWPDVAQDEA7J0R24', 'source': 'nx-mdf.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'xavier', 'location': 'ynx', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': '6a9dc665-9f8e-11ec-a0c2-ce73c4fb4fa7'}"
2022-03-09T09:50:38.524Z,"I0309 01:50:38.524346     370 kubelet_getters.go:176] ""Pod status updated"" pod=""default/xavier-static-validation-pod-nx-mdf.egx.nvidia.com"" status=Succeeded","{'gl2_accounted_message_size': '302.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '40646.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ1DDE7XCEXKP0359YEGAZ9', 'source': 'nx-mdf.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'xavier', 'location': 'ynx', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': '6a9dc663-9f8e-11ec-a0c2-ce73c4fb4fa7'}"
2022-03-09T09:50:38.524Z,"I0309 01:50:38.524311     370 kubelet_getters.go:176] ""Pod status updated"" pod=""kube-system/kube-scheduler-nx-mdf.egx.nvidia.com"" status=Running","{'gl2_accounted_message_size': '290.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '40646.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ1DDE7DRJ9ENHV8T46ZBJ6', 'source': 'nx-mdf.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'xavier', 'location': 'ynx', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': '6a9dc662-9f8e-11ec-a0c2-ce73c4fb4fa7'}"
2022-03-09T09:50:38.524Z,"I0309 01:50:38.524252     370 kubelet_getters.go:176] ""Pod status updated"" pod=""kube-system/kube-controller-manager-nx-mdf.egx.nvidia.com"" status=Running","{'gl2_accounted_message_size': '299.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '40646.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ1DDE7SXWD4TNXWPGBKBK9', 'source': 'nx-mdf.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'xavier', 'location': 'ynx', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': '6a9dc661-9f8e-11ec-a0c2-ce73c4fb4fa7'}"
2022-03-09T09:50:38.524Z,"I0309 01:50:38.524384     370 kubelet_getters.go:176] ""Pod status updated"" pod=""kube-system/kube-apiserver-nx-mdf.egx.nvidia.com"" status=Running","{'gl2_accounted_message_size': '290.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '40646.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ1DDE7WYR4ZC2NKZ44P58B', 'source': 'nx-mdf.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'xavier', 'location': 'ynx', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': '6a9dc664-9f8e-11ec-a0c2-ce73c4fb4fa7'}"
2022-03-09T09:50:38.522Z,"I0309 01:50:38.522704     370 kubelet_getters.go:176] ""Pod status updated"" pod=""kube-system/etcd-nx-mdf.egx.nvidia.com"" status=Running","{'gl2_accounted_message_size': '280.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '40646.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ1DDE6XFVTYBTEGMNF5N43', 'source': 'nx-mdf.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'xavier', 'location': 'ynx', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': '6a9dc660-9f8e-11ec-a0c2-ce73c4fb4fa7'}"
2022-03-09T09:50:33.673Z,"E0309 01:50:33.672929     370 dns.go:147] ""Search Line limits exceeded"" err=""Search Line limits were exceeded, some search paths have been omitted, the applied search line is: default.svc.cluster.local svc.cluster.local cluster.local nvidia.com nvclient.nvidia.com nvprod.nvidia.com""","{'gl2_accounted_message_size': '429.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '40646.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ1CV3XH21HSVT3KVTXTYXP', 'source': 'nx-mdf.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'xavier', 'location': 'ynx', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': '5f6ec4ba-9f8e-11ec-a0c2-ce73c4fb4fa7'}"
2022-03-09T09:50:33.299Z,2022-03-09T09:50:33.299086411Z stderr F I0309 09:50:33.298826       1 namespace_controller.go:185] Namespace has been deleted egxqatest-centos-qa,"{'gl2_accounted_message_size': '510.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '46796.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ1D3ZM24AYR5J9TTTYJNJ8', 'source': 'ota-controller-r740-02-sp50.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'pod_name': 'kube-controller-manager-ota-controller-r740-02-sp50.egx.nvidia.com', 'namespace_name': 'kube-system', 'component': 'kube-controller-manager', 'system': 'ota-controller-r740-02-sp50', 'container_name': 'kube-controller-manager', 'tier': 'control-plane', 'location': 'ala-ota-sp50dot1-02', 'gl2_source_node': 'c17cf64b-d2a4-41c1-bba3-301f9a1f72a7', '_id': '64d84430-9f8e-11ec-ba6c-b65471d23443'}"
2022-03-09T09:50:33.178Z,"I0309 09:50:33.178103    3432 kubelet_getters.go:176] ""Pod status updated"" pod=""kube-system/kube-controller-manager-node2203091-78.egx.nvidia.com"" status=Running","{'gl2_accounted_message_size': '339.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '40646.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ1CY84XWEG1QRDVG84RSW9', 'source': 'node2203091-78.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'node2203091-78', 'location': 'kkusp50-qa220309-01', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': '61584533-9f8e-11ec-a0c2-ce73c4fb4fa7'}"
2022-03-09T09:50:33.178Z,"I0309 09:50:33.178155    3432 kubelet_getters.go:176] ""Pod status updated"" pod=""kube-system/etcd-node2203091-78.egx.nvidia.com"" status=Running","{'gl2_accounted_message_size': '320.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '40646.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ1CY84T9GPYA4PT8RYMHTD', 'source': 'node2203091-78.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'node2203091-78', 'location': 'kkusp50-qa220309-01', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': '61584536-9f8e-11ec-a0c2-ce73c4fb4fa7'}"
2022-03-09T09:50:33.178Z,"I0309 09:50:33.178130    3432 kubelet_getters.go:176] ""Pod status updated"" pod=""kube-system/kube-apiserver-node2203091-78.egx.nvidia.com"" status=Running","{'gl2_accounted_message_size': '330.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '40646.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ1CY84T0HDMHR2S9Y2TR8J', 'source': 'node2203091-78.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'node2203091-78', 'location': 'kkusp50-qa220309-01', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': '61584534-9f8e-11ec-a0c2-ce73c4fb4fa7'}"
2022-03-09T09:50:33.178Z,"I0309 09:50:33.178048    3432 kubelet_getters.go:176] ""Pod status updated"" pod=""kube-system/kube-scheduler-node2203091-78.egx.nvidia.com"" status=Running","{'gl2_accounted_message_size': '330.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '40646.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ1CY84GGQV7JAPPRPG3AY5', 'source': 'node2203091-78.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'node2203091-78', 'location': 'kkusp50-qa220309-01', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': '61584532-9f8e-11ec-a0c2-ce73c4fb4fa7'}"
2022-03-09T09:50:32.673Z,"E0309 01:50:32.673488     370 pod_workers.go:918] ""Error syncing pod, skipping"" err=""failed to \""StartContainer\"" for \""video-analytics-demo-l4t-1\"" with CrashLoopBackOff: \""back-off 5m0s restarting failed container=video-analytics-demo-l4t-1 pod=remmc-video-analytics-demo-l4t-7d475d5c5d-zcl2r_default(0bd2f9de-e031-4674-b4d2-980b192fe629)\"""" pod=""default/remmc-video-analytics-demo-l4t-7d475d5c5d-zcl2r"" podUID=0bd2f9de-e031-4674-b4d2-980b192fe629","{'gl2_accounted_message_size': '595.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '40646.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ1CV3WNF5AGQ0FNKCDPJE1', 'source': 'nx-mdf.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'xavier', 'location': 'ynx', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': '5f6ec4b9-9f8e-11ec-a0c2-ce73c4fb4fa7'}"
2022-03-09T09:50:32.671Z,"E0309 01:50:32.671388     370 dns.go:147] ""Search Line limits exceeded"" err=""Search Line limits were exceeded, some search paths have been omitted, the applied search line is: default.svc.cluster.local svc.cluster.local cluster.local nvidia.com nvclient.nvidia.com nvprod.nvidia.com""","{'gl2_accounted_message_size': '429.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '40646.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ1CV3W0DDZRN1P3V2M40R2', 'source': 'nx-mdf.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'xavier', 'location': 'ynx', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': '5f6ec4b8-9f8e-11ec-a0c2-ce73c4fb4fa7'}"
2022-03-09T09:50:32.670Z,"I0309 01:50:32.669857     370 kubelet_pods.go:898] ""Unable to retrieve pull secret, the image pull may not succeed."" pod=""default/remmc-video-analytics-demo-l4t-7d475d5c5d-zcl2r"" secret="""" err=""secret \""nvidia-registrykey-secret\"" not found""","{'gl2_accounted_message_size': '387.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '40646.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ1CV3W127H2PYK1QT1X6NQ', 'source': 'nx-mdf.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'xavier', 'location': 'ynx', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': '5f6ec4b6-9f8e-11ec-a0c2-ce73c4fb4fa7'}"
2022-03-09T09:50:32.670Z,"I0309 01:50:32.670673     370 scope.go:110] ""RemoveContainer"" containerID=""242a935fd49de294fcd1c394876d3cb99bb6e600e8c5b9b873ee35b4d826aaf3""","{'gl2_accounted_message_size': '286.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '40646.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ1CV3WX6EM2VQ302109XR7', 'source': 'nx-mdf.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'xavier', 'location': 'ynx', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': '5f6ec4b7-9f8e-11ec-a0c2-ce73c4fb4fa7'}"
2022-03-09T09:50:31.785Z,"E0309 09:50:31.785618    3797 dns.go:147] ""Search Line limits exceeded"" err=""Search Line limits were exceeded, some search paths have been omitted, the applied search line is: egx-system.svc.cluster.local svc.cluster.local cluster.local nvidia.com nvprod.nvidia.com client.nvidia.com""","{'gl2_accounted_message_size': '460.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '41210.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ1CVQ03S9MPDB0W3AZKG5R', 'source': 'fc-79-0307.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'fc-79-0307', 'location': 'aa-vicky-loc2-sp51-1-0307', 'gl2_source_node': '614c6fc5-3616-4aa6-8036-c465038b6817', '_id': '5fcc26f9-9f8e-11ec-b5bb-b2daea9c5f78'}"
2022-03-09T09:50:31.784Z,"E0309 09:50:31.783946    6275 dns.go:126] ""Search Line limits exceeded"" err=""Search Line limits were exceeded, some search paths have been omitted, the applied search line is: helm.svc.cluster.local svc.cluster.local cluster.local nvidia.com nvprod.nvidia.com client.nvidia.com""","{'gl2_accounted_message_size': '441.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '46796.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ1CPAPV04SR35VJ82EW417', 'source': 'tegra-ubuntu', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'jetson-controller-agx-01-sp48', 'location': 'zz-ota', 'gl2_source_node': 'c17cf64b-d2a4-41c1-bba3-301f9a1f72a7', '_id': '5c82ef60-9f8e-11ec-ba6c-b65471d23443'}"
2022-03-09T09:50:31.671Z,"E0309 01:50:31.671160     370 dns.go:157] ""Nameserver limits exceeded"" err=""Nameserver limits were exceeded, some nameservers have been omitted, the applied nameserver line is: 172.16.136.26 172.20.232.252 172.16.168.26""","{'gl2_accounted_message_size': '366.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '40646.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ1CV3WVWXAMH2DZ6HJ45CM', 'source': 'nx-mdf.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'xavier', 'location': 'ynx', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': '5f6ec4b5-9f8e-11ec-a0c2-ce73c4fb4fa7'}"
2022-03-09T09:50:30.237Z,"E0309 09:50:30.237139    3432 dns.go:147] ""Search Line limits exceeded"" err=""Search Line limits were exceeded, some search paths have been omitted, the applied search line is: egx-system.svc.cluster.local svc.cluster.local cluster.local nvidia.com nvprod.nvidia.com client.nvidia.com""","{'gl2_accounted_message_size': '462.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '40646.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ1CY84ZKB0QXDKEN8KSN04', 'source': 'node2203091-78.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'node2203091-78', 'location': 'kkusp50-qa220309-01', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': '61584531-9f8e-11ec-a0c2-ce73c4fb4fa7'}"
2022-03-09T09:50:29.680Z,"E0309 01:50:29.680189     370 dns.go:147] ""Search Line limits exceeded"" err=""Search Line limits were exceeded, some search paths have been omitted, the applied search line is: egx-system.svc.cluster.local svc.cluster.local cluster.local nvidia.com nvclient.nvidia.com nvprod.nvidia.com""","{'gl2_accounted_message_size': '432.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '40646.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ1CV3WP59VQEPPG8CWRP9Y', 'source': 'nx-mdf.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'xavier', 'location': 'ynx', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': '5f6ec4b4-9f8e-11ec-a0c2-ce73c4fb4fa7'}"
2022-03-09T09:50:29.671Z,"E0309 01:50:29.671438     370 dns.go:147] ""Search Line limits exceeded"" err=""Search Line limits were exceeded, some search paths have been omitted, the applied search line is: egx-system.svc.cluster.local svc.cluster.local cluster.local nvidia.com nvclient.nvidia.com nvprod.nvidia.com""","{'gl2_accounted_message_size': '432.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '40646.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ1CV3VHPSSVY4VW6Z0G4AG', 'source': 'nx-mdf.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'xavier', 'location': 'ynx', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': '5f6ec4b3-9f8e-11ec-a0c2-ce73c4fb4fa7'}"
2022-03-09T09:50:29.312Z,"I0309 09:50:29.312180    7250 scope.go:110] ""RemoveContainer"" containerID=""ace05584d40158ef052a67a531c837355452daf24483d07dd1962fcdabed0de8""","{'gl2_accounted_message_size': '344.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '46796.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ1CNAPGC6DQ1PZA7AQF2FA', 'source': 'ota-controller-r740-02-sp50.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'ota-controller-r740-02-sp50', 'location': 'ala-ota-sp50dot1-02', 'gl2_source_node': 'c17cf64b-d2a4-41c1-bba3-301f9a1f72a7', '_id': '5be61334-9f8e-11ec-ba6c-b65471d23443'}"
